시군명,업체명,도로명주소,지번주소,우편번호,전화번호,WGS84위도,WGS84경도
남양주시,로하스 동물병원,경기도 남양주시 와부읍 월문천로 33,경기도 남양주시 와부읍 덕소리 501번지 3호 롯데마트내 3층,12211,031-577-7606,37.5846939717,127.2140227766
남양주시,마석동물병원,경기도 남양주시 화도읍 마석중앙로 90,경기도 남양주시 화도읍 마석우리 276-3번지 신정빌딩,12180,031-551-8275,37.6518670512,127.3102840113
남양주시,마이펫동물병원,경기도 남양주시 화도읍 경춘로 1992,경기도 남양주시 화도읍 마석우리 255번지 24호 롯데마트 내,12181,,37.6501439044,127.3093021446
남양주시,메디 포즈 동물병원,경기도 남양주시 와부읍 석실로 200,경기도 남양주시 와부읍 월문리 1057번지 19호 1층,12203,,37.5920289788,127.2284484349
남양주시,미담동물의료센터,경기도 남양주시 별내3로 334,경기도 남양주시 별내동 826번지 3호 다우프라자 2층,12097,031-575-7975,37.6669913678,127.1171126037
남양주시,미리내동물병원,경기도 남양주시 별내5로 35,경기도 남양주시 별내동 1080-3번지 상가 102호,12102,031-574-7580,37.6517451458,127.1156944913
남양주시,베이비독강아지,경기도 남양주시 화도읍 마석중앙로 91,경기도 남양주시 화도읍 마석우리 288번지 7호,12180,,37.6521096459,127.3098072608
남양주시,별내동물병원,경기도 남양주시 별내중앙로 84,경기도 남양주시 별내동 1060번지 동익미라벨 3903동 14호,12111,031-575-0059,37.6491602848,127.1218859372
남양주시,별사랑동물병원,경기도 남양주시 순화궁로 357,경기도 남양주시 별내동 930번지 930 화성프라자 207호,12105,031-574-4975,37.6585793342,127.1247292212
남양주시,사랑동물병원,경기도 남양주시 별내면 청학로68번길 13,경기도 남양주시 별내면 청학리 413번지 3호,12084,031-848-8575,37.7085500886,127.1193607654
남양주시,사랑으로 동물병원,경기도 남양주시 오남읍 양지로 1,경기도 남양주시 오남읍 오남리 500번지 대박빌딩 1층,12048,031-528-7562,37.6796535586,127.2079089294
남양주시,사랑하개,경기도 남양주시 미금로56번길 26,경기도 남양주시 다산동 4028번지 1호,12252,031-577-4992,37.6097456834,127.1545801007
남양주시,손앤조 동물병원,,경기도 남양주시 도농동 1-29 부영애시앙 사랑관 201호 손앤조 동물병원,,031-562-0075,,
남양주시,스타동물병원,경기도 남양주시 별내2로 64,경기도 남양주시 별내동 1008번지,12113,031-528-8575,37.6464477302,127.1248582802
남양주시,애드봉,경기도 남양주시 진접읍 해밀예당3로 126,경기도 남양주시 진접읍 금곡리 973번지 3호,12055,070-4337-4269,37.7207967338,127.1961508761
남양주시,어강동물병원,경기도 남양주시 경춘로773번길 12-22,경기도 남양주시 일패동 65번지 7호,12242,031-595-7582,37.6278741866,127.1912371402
남양주시,오남동물병원,경기도 남양주시 오남읍 진건오남로 865,경기도 남양주시 오남읍 양지리 498번지 5호,12036,031-575-7598,37.7024055388,127.1980864021
남양주시,우리펫 강아지분양 남양주점,경기도 남양주시 경춘로1286번안길 27,경기도 남양주시 평내동 586번지 15호 1층,12223,,37.6462270165,127.2364468796
남양주시,위너스동물의료센터,경기도 남양주시 호평로45번길 28,경기도 남양주시 호평동 174번지 10호,12147,031-511-7582,37.6581821583,127.2462001536
남양주시,이리온 동물메디컬센터,경기도 남양주시 진접읍 해밀예당3로 167,경기도 남양주시 진접읍 장현리 240번지 3호,12008,031-575-9725,37.7224793110,127.1915597348
남양주시,자연앤동물병원,경기도 남양주시 다산중앙로 109,경기도 남양주시 다산동 6089-3번지 다산진건지구 업무1-4 한강르네상스 205호,12248,031-994-7599,37.6229380335,127.1534425242
남양주시,장현 동물병원,경기도 남양주시 진접읍 금강로1573번길 5,경기도 남양주시 진접읍 장현리 44번지 12호,12002,031-575-7513,37.7317684879,127.1936660957
남양주시,진건동물병원,경기도 남양주시 진건읍 사릉로 411-2,경기도 남양주시 진건읍 용정리 796번지 3호,12138,,37.6563947246,127.1785235211
남양주시,진접동물병원,경기도 남양주시 진접읍 해밀예당1로 171,경기도 남양주시 진접읍 금곡리 974-2 제일프라자 108호,12055,031-571-9634,37.7198258189,127.1971306662
남양주시,참사랑동물병원,경기도 남양주시 도농로 34,경기도 남양주시 다산동 4002-1번지,12251,031-512-3200,37.6110213937,127.1562284143
남양주시,창현동물병원,경기도 남양주시 화도읍 창현로 53,경기도 남양주시 화도읍 창현리 562번지,12183,031-591-5991,37.6460266263,127.3049258008
남양주시,친구가 될 동물병원,경기도 남양주시 다산중앙로 113,경기도 남양주시 다산동 6089번지 2호 다산진건지구 업무1-3,12248,031-555-0421,37.6232350733,127.1533051603
남양주시,탑 동물병원,경기도 남양주시 도농로 49,경기도 남양주시 다산동 4435번지 부영사랑으로7단지아파트 상가동,12252,031-553-7585,37.6100477225,127.1561535855
남양주시,하랑동물의료센터,경기도 남양주시 경춘로 470,경기도 남양주시 다산동 3136번지 2호,12257,031-522-6767,37.6096861455,127.1651966142
남양주시,한강동물병원,경기도 남양주시 퇴계원읍 경춘북로 516,경기도 남양주시 퇴계원읍 퇴계원리 314번지 17호,12126,031-571-4465,37.6469399150,127.1410998318
남양주시,해밀동물병원,경기도 남양주시 진접읍 해밀예당3로 134,경기도 남양주시 진접읍 금곡리 973번지 973-5 해밀동물병원,12055,031-553-0075,37.7212275522,127.1954456019
남양주시,해피동물병원,경기도 남양주시 와부읍 덕소로 218,경기도 남양주시 와부읍 도곡리 997번지 10호,12274,031-521-7573,37.5794996714,127.2204981627
남양주시,호평동물병원,경기도 남양주시 늘을1로16번길 29,경기도 남양주시 호평동 638-1 늘봄타워 103호,12149,031-511-7275,37.6540838723,127.2433345572
남양주시,화도동물병원,경기도 남양주시 화도읍 먹갓로 3,경기도 남양주시 화도읍 묵현리 390번지 3호 2층 201호,12169,031-594-7562,37.6544185265,127.2747931616
동두천시,라라라동물병원,,경기도 동두천시 생연동 660번지 47호,11328,031-861-8575,37.9042167060,127.0527068748
동두천시,러브펫동물병원,경기도 동두천시 평화로2169번길 21,경기도 동두천시 송내동 551번지,11355,031-868-0275,37.8808927551,127.0532262574
동두천시,삼성동물병원,경기도 동두천시 행선로 55-1,경기도 동두천시 지행동 325번지 13호,11362,031-858-7975,37.8933494046,127.0605891441
동두천시,윤후동물병원,경기도 동두천시 중앙로 125,경기도 동두천시 지행동 691번지 5호,11347,031-864-0075,37.8927661327,127.0517101087
동두천시,이담동물병원,경기도 동두천시 중앙로 134-12,경기도 동두천시 지행동 694번지,11346,031-861-3355,37.8931053998,127.0532320727
동두천시,중앙동물병원,경기도 동두천시 평화로 2546,경기도 동두천시 보산동 365번지 4호,11311,031-863-0075,37.9150871886,127.0577749681
동두천시,통일동물병원,,경기도 동두천시 생연동 689번지,,031-862-5151,,
동두천시,현대동물병원,경기도 동두천시 큰시장로 42,경기도 동두천시 생연동 695번지 3호,11333,031-863-5393,37.9005406874,127.0531188826
부천시,(주)코스모스이펙트,경기도 부천시 석천로177번길 21,경기도 부천시 중동 1162번지 1호 화이트밸리,14546,,37.5032510276,126.7616664758
부천시,24시 비엔동물의료센터,경기도 부천시 경인로 475,경기도 부천시 괴안동 111번지 46호 정인빌딩,14675,032-345-7559,37.4831363785,126.8084080521
부천시,24시 웰니스 동물 의료센터,경기도 부천시 부흥로303번길 62,경기도 부천시 중동 1128번지 그린프라자,14582,032-201-7575,37.4973455884,126.7759674973
부천시,24시아이동물메디컬센터,경기도 부천시 소사로 779,경기도 부천시 원종동 229번지 8호,14427,032-677-5262,37.5256664163,126.8045525602
부천시,CJ동물병원,,경기도 부천시 중동 1234,14539,032-323-4999,37.5042627934,126.7719432775
부천시,Multi pet,,경기도 부천시 심곡동 356번지 7호 기성뷰그리안아파트,14633,,37.4900028315,126.7824068924
부천시,S동물병원,경기도 부천시 상동로 78,경기도 부천시 상동 542-4번지 상동 동양 파라곤 106호,14545,032-322-5222,37.5040449002,126.7531732704
부천시,TLC 동물의료센터,경기도 부천시 길주로 281,경기도 부천시 중동 1058-5번지 동화빌딩 1층,14539,,37.5038061201,126.7741514670
부천시,가나동물병원,,경기도 부천시 송내동 368,14721,032-656-0075,37.4856399135,126.7618624562
부천시,가람동물병원,경기도 부천시 경인로 486,경기도 부천시 괴안동 109,14682,032-343-1397,37.4830714842,126.8096415186
부천시,가야동물병원,경기도 부천시 부천로 69,경기도 부천시 심곡동 367-12번지,14630,032-655-3500,37.4905976661,126.7838830524
부천시,고강동물병원,경기도 부천시 역곡로 473,경기도 부천시 고강동 474-1번지,14416,032-683-5137,37.5269039391,126.8158131377
부천시,기린동물병원,경기도 부천시 길주로 273,경기도 부천시 중동 1058번지 1호 신명타운,14539,032-323-8585,37.5039873203,126.7728373059
부천시,나음동물병원,경기도 부천시 길주로 276,경기도 부천시 중동 1141-1번지 무광오피스빌딩,14548,032-323-7581,37.5029598458,126.7728472713
부천시,노엘동물병원,경기도 부천시 범안로 98,경기도 부천시 범박동 32-6번지 2층,14777,032-274-7575,37.4731242785,126.8087378119
부천시,늘봄 동물병원,경기도 부천시 소사로 196,경기도 부천시 소사본동 160-29번지,14703,032-346-5454,37.4756704710,126.7957422498
부천시,니즈더펫,경기도 부천시 부일로 373,경기도 부천시 중동 792번지 3호,14613,,37.4876936833,126.7718188930
부천시,다나동물병원,경기도 부천시 도약로 31,경기도 부천시 상동 523-10,14504,032-323-2737,37.5126333936,126.7529632307
부천시,다솜동물병원,경기도 부천시 지봉로 116,경기도 부천시 역곡동 108,14670,032-351-3031,37.4883238233,126.8122966355
부천시,더본 동물병원,경기도 부천시 중동로262번길 32,경기도 부천시 중동 1150번지 6호,14548,032-326-2992,37.5026933242,126.7705531843
부천시,동물병원Be,경기도 부천시 범안로 55,경기도 부천시 괴안동 87-1번지 홈타운프라자 206호,14689,032-349-7975,37.4769240773,126.8080694640
부천시,동물사랑병원,경기도 부천시 도약로 39,경기도 부천시 상동 524-4,14504,032-323-8275,37.5125399734,126.7538693723
부천시,라임동물병원,경기도 부천시 소사로 722,경기도 부천시 원종동 373-12,14466,032-676-7533,37.5205590619,126.8051092049
부천시,런던동물병원,경기도 부천시 경인로 102,경기도 부천시 송내동 385번지,14727,032-611-0275,37.4837594544,126.7667445988
부천시,로뎀동물병원,,경기도 부천시 원미동 95-5번지 유림연립,14568,032-611-8976,37.4931176573,126.7907255096
부천시,마리동물병원,경기도 부천시 여월로 66,경기도 부천시 여월동 333번지,14479,032-672-7379,37.5115321163,126.8058831204
부천시,맘스동물의료센터,경기도 부천시 길주로 80,경기도 부천시 상동 544-1번지 로얄타워 202호,14544,032-229-8275,37.5052672037,126.7511924527
부천시,메디펫종합동물병원,경기도 부천시 경인로 72,경기도 부천시 송내동 393-1번지,14728,032-323-8866,37.4835480172,126.7631837750
부천시,몰리스 부천중동점,경기도 부천시 석천로 188,경기도 부천시 중동 1157번지 (주)신세계이마트중동점,14547,032-718-1290,37.5040675095,126.7639551478
부천시,미르동물병원,경기도 부천시 신흥로 150,경기도 부천시 중동 1113번지 위브더스테이트 702동 109호,14574,032-662-2479,37.4970988182,126.7783568837
부천시,바로 동물병원,경기도 부천시 원미로 88-2,경기도 부천시 원미동 190-17번지 바로동물병원,14645,032-255-0075,37.4905207625,126.7905577655
부천시,보우동물병원,경기도 부천시 양지로171번길 26,경기도 부천시 옥길동 729번지 3호,14784,032-343-7582,37.4688832262,126.8219287517
부천시,부부종합동물병원,경기도 부천시 은성로 63,경기도 부천시 소사본동 158-26,14703,032-347-8275,37.4753218642,126.7977473102
부천시,부천24시SKY동물병원,경기도 부천시 길주로 252,경기도 부천시 중동 1149번지 2호 베네스타 오피스텔 1층,14548,032-323-7579,37.5032320037,126.7702085312
부천시,부천종합동물병원,경기도 부천시 경인로 181,경기도 부천시 심곡본동 527-12,14724,032-201-8275,37.4841108895,126.7754957631
부천시,부천준동물병원,경기도 부천시 신흥로 230,경기도 부천시 중동 1062번지 1호,14534,032-322-7595,37.5043419208,126.7762732938
부천시,상동물병원,경기도 부천시 조마루로97번길 34-9,경기도 부천시 상동 564-14번지,14589,032-328-0079,37.5018503820,126.7553560117
부천시,샐리동물병원,경기도 부천시 경인로138번길 9,경기도 부천시 송내동 578-4번지 가동,14725,032-651-5450,37.4836708356,126.7713602646
부천시,서울베스트동물병원,경기도 부천시 장말로 219,경기도 부천시 중동 771-16,14608,032-652-0075,37.4926981181,126.7663065424
부천시,소사프라임동물병원,경기도 부천시 소사로 184,경기도 부천시 소사본동 184번지 6호,14762,032-345-8275,37.4746340409,126.7957632849
부천시,소풍쿨펫동물병원,경기도 부천시 송내대로 239,경기도 부천시 상동 539번지 1호 부천소풍터미널 지하1층26호,14545,032-329-7975,37.5041752477,126.7566905848
부천시,수동물병원,경기도 부천시 역곡로 483,경기도 부천시 고강동 319-4,14416,032-675-8575,37.5278774721,126.8158268807
부천시,신세계동물의료센터,경기도 부천시 경인로 212-1,경기도 부천시 심곡본동 667-12번지,14711,032-614-7588,37.4831138723,126.7790117094
부천시,쓰담동물병원,경기도 부천시 소향로 131,경기도 부천시 중동 1161번지 3호,14546,032-329-7599,37.5024261511,126.7623647291
부천시,아름다운동물병원,경기도 부천시 상일로 100,경기도 부천시 상동 401-1번지 송내부건프라자,14598,032-325-7588,37.4913000839,126.7532096933
부천시,아이러브도그동물병원,경기도 부천시 소향로 239,경기도 부천시 중동 1135,14548,032-322-0085,37.5008328931,126.7743499512
부천시,아이러브독 강아지 부천점,경기도 부천시 소향로 55-15,경기도 부천시 상동 543-1번지 116~117호,14545,032-323-7417,37.5039397487,126.7536494988
부천시,아이러브펫,경기도 부천시 길주로 118,경기도 부천시 상동 540번지 1호 홈플러스상동점3층,14545,032-324-8575,37.5043271458,126.7550485645
부천시,엘림동물병원,경기도 부천시 삼작로 305,경기도 부천시 도당동 141-3,14459,032-261-2612,37.5203038612,126.7955040055
부천시,연은동물병원,경기도 부천시 역곡로490번길 5,경기도 부천시 고강동 350-8번지,14407,032-678-0896,37.5285563293,126.8163186540
부천시,옥길H동물병원,경기도 부천시 양지로 208,경기도 부천시 옥길동 745번지 7호 지음프라자,14786,032-342-0204,37.4672636499,126.8240014993
부천시,옥길아라동물의료센터,경기도 부천시 양지로 208,경기도 부천시 옥길동 745번지 7호 지음프라자,14786,,37.4672636499,126.8240014993
부천시,온유동물병원,경기도 부천시 길주로 342,경기도 부천시 중동 1087,14551,032-652-7566,37.5021686095,126.7805255518
부천시,요미독,경기도 부천시 소사로 125,경기도 부천시 소사본동 318-10번지 1층,14761,,37.4695630077,126.7963649875
부천시,우리앤동물병원,경기도 부천시 조마루로105번길 8-6,경기도 부천시 상동 569-2번지,14589,032-325-7975,37.5002942866,126.7558692501
부천시,원종동물병원,경기도 부천시 소사로 793,경기도 부천시 원종동 230-4번지,14427,032-679-5575,37.5269459901,126.8044954117
부천시,월드펫동물종합병원중동역점,경기도 부천시 부일로 322,경기도 부천시 중동 808번지,14626,032-661-7575,37.4881701789,126.7657965697
부천시,위더스동물병원,경기도 부천시 길주로 81,경기도 부천시 상동 534번지 9호 모건씨티,14543,032-666-7500,37.5063329471,126.7515325472
부천시,위브동물병원,경기도 부천시 신흥로 173,경기도 부천시 중동 1131-1,14580,032-329-7588,37.4990989514,126.7767424857
부천시,이지동물의료센터,경기도 부천시 부일로 712,경기도 부천시 역곡동 49-5번지 5호 202호,14673,032-348-7975,37.4848338732,126.8089127096
부천시,정종합동물병원,경기도 부천시 소사로 706,경기도 부천시 원종동 372-5번지,14473,032-682-1279,37.5188198912,126.8051819144
부천시,조규만외과동물병원,경기도 부천시 부흥로 212,경기도 부천시 중동 713-1번지,14604,032-656-7582,37.4956716136,126.7661530140
부천시,주식회사 봄프렌즈,경기도 부천시 옥산로 136,경기도 부천시 춘의동 131번지 27호,14527,032-1544-8885,37.5055753661,126.7804702295
부천시,중동동물병원,경기도 부천시 중동로 157,경기도 부천시 중동 749-17번지,14605,032-655-6034,37.4939547786,126.7669164272
부천시,지중해종합동물병원,경기도 부천시 길주로 275,경기도 부천시 중동 1058-2번지 중동프라자,14539,032-321-7603,37.5039091280,126.7733132455
부천시,채움동물병원,,경기도 부천시 상동 538번지 6호 대신스카이빌,14542,032-322-7505,37.5060962764,126.7568751923
부천시,쿨펫동물병원(이마트 중동점),경기도 부천시 석천로 188,경기도 부천시 중동 1157번지 이마트,14547,032-325-9617,37.5040675095,126.7639551478
부천시,큐피트동물병원,경기도 부천시 부일로 447-1,경기도 부천시 심곡동 399-11번지,14635,032-666-7975,37.4864549500,126.7800089205
부천시,팜펫동물병원,경기도 부천시 길주로 219,경기도 부천시 중동 1034-4,14538,032-321-7584,37.5047701515,126.7667880544
부천시,하노바동물병원,경기도 부천시 부흥로 196,경기도 부천시 중동 707-1,14603,032-614-7582,37.4959398980,126.7643629929
부천시,하모니동물병원,경기도 부천시 신흥로 150,경기도 부천시 중동 1113번지 위브더스테이트 701동 126호,14574,032-202-8275,37.4976477790,126.7782158461
부천시,해든 동물병원,경기도 부천시 신흥로 190,경기도 부천시 중동 1106번지 위브더스테이트 상가1동 214~216호,14549,032-715-7579,37.5012741874,126.7772306084
부천시,햇빛동물병원,경기도 부천시 평천로 718,경기도 부천시 삼정동 342-3,14516,032-676-7584,37.5149343380,126.7706716779
부천시,행복한동물병원,경기도 부천시 소향로13번길 14-16,경기도 부천시 상동 546-3번지 대맥프라자,14544,032-324-3004,37.5040425685,126.7499601616
부천시,허니펫,경기도 부천시 부일로 409,경기도 부천시 심곡동 351번지 10호,14617,,37.4871402865,126.7756361762
부천시,현대동물병원,경기도 부천시 송내대로265번길 85,경기도 부천시 상동 535-1,14542,032-328-8440,37.5073665058,126.7539095550
부천시,훈 동물병원,경기도 부천시 송내대로 14,경기도 부천시 송내동 315-3번지 송내역파인푸르지오2단지 B동 102호,14731,032-526-5500,37.4845077741,126.7538202326
성남시,(분당)24시 폴 동물병원,경기도 성남시 분당구 성남대로 385,경기도 성남시 분당구 정자동 15번지 2호,13555,031-717-7558,37.3705571519,127.1075110479
성남시,(분당)24시분당리더스동물의료원,경기도 성남시 분당구 성남대로 45,"경기도 성남시 분당구 구미동 157번지 202호, 203호",13636,031-711-8275,37.3400482900,127.1084036802
성남시,(분당)365동물병원 분당점,경기도 성남시 분당구 미금일로90번길 32,경기도 성남시 분당구 구미동 30번지,13627,031-718-0365,37.3489427626,127.1104688520
성남시,(분당)365동판교동물병원,경기도 성남시 분당구 판교역로14번길 20,경기도 성남시 분당구 백현동 564-5번지 (주)코레드디엔씨 201호,13536,031-781-7582,37.3854789582,127.1114434277
성남시,(분당)AtoZ동물병원,경기도 성남시 분당구 판교역로 145,경기도 성남시 분당구 백현동 530번지 알파리움2단지 213호,13530,031-8016-8206,37.3931510853,127.1091330642
성남시,(분당)Dr. 오즈 동물병원,경기도 성남시 분당구 분당로263번길 39,경기도 성남시 분당구 서현동 312번지 1호,13587,031-701-8225,37.3720131506,127.1401888018
성남시,(분당)KASMINE 동물심혈관신장센터,경기도 성남시 분당구 미금로 43,경기도 성남시 분당구 구미동 204번지 1호,13625,031-716-9001,37.3370894727,127.1159600525
성남시,(분당)고양이병원 소설,경기도 성남시 분당구 운중로146번길 31-2,경기도 성남시 분당구 운중동 1026번지 5호,13467,031-8039-5382,37.3902014460,127.0821488067
성남시,(분당)고은 동물병원,경기도 성남시 분당구 매화로 50,경기도 성남시 분당구 야탑동 290번지 4호 송림플라자,13504,031-703-6535,37.4119437647,127.1341670076
성남시,(분당)굿모닝펫 동물병원,경기도 성남시 분당구 정자일로 55,경기도 성남시 분당구 금곡동 192번지 두산위브상가 108-110호,13613,031-715-7119,37.3543957192,127.1049078272
성남시,(분당)그레이트 동물병원,경기도 성남시 분당구 정자로 80,경기도 성남시 분당구 정자동 126번지 2호,13612,031-716-7975,37.3631865441,127.1138056766
성남시,(분당)금산헤르쯔 동물병원,경기도 성남시 분당구 돌마로 364,경기도 성남시 분당구 수내동 79번지 2호 현대프라자 1층,13600,031-712-2795,37.3699876639,127.1236529514
성남시,(분당)나라 동물병원,경기도 성남시 분당구 미금로 48,경기도 성남시 분당구 구미동 205번지 1호 오성프라자,13626,031-712-0707,37.3377133229,127.1165439059
성남시,(분당)남현우동물병원,경기도 성남시 분당구 내정로173번길 11,경기도 성남시 분당구 수내동 29번지 양지마을 주상복합상가 603 139,13597,031-717-7577,37.3749106148,127.1184667209
성남시,(분당)뉴욕동물병원,경기도 성남시 분당구 성남대로 52,경기도 성남시 분당구 구미동 177번지 그랜드프라자 102호,13637,031-8039-7433,37.3404571907,127.1093950279
성남시,(분당)더클래스 동물메디컬센터,경기도 성남시 분당구 성남대로 275,경기도 성남시 분당구 정자동 169-1번지 삼성아데나팰리스아파트 A동 101-1호,13559,031-713-7975,37.3608405388,127.1075955341
성남시,(분당)동물병원 돌봄,경기도 성남시 분당구 서판교로 160,경기도 성남시 분당구 판교동 497번지,13473,031-8016-5559,37.4002687559,127.0947923181
성남시,(분당)동물병원 돌봄,경기도 성남시 분당구 서판교로 160,경기도 성남시 분당구 판교동 497번지,13473,031-8016-5559,37.4002687559,127.0947923181
성남시,(분당)동물병원루니,경기도 성남시 분당구 미금로 251,"경기도 성남시 분당구 금곡동 143번지 성원상가1,2층",13618,031-719-9545,37.3515358010,127.1095747486
성남시,(분당)딜리동물병원,경기도 성남시 분당구 성남대로 884-9,경기도 성남시 분당구 야탑동 513번지 3호,13517,031-605-1275,37.4090621585,127.1292769348
성남시,(분당)마루한 동물병원,경기도 성남시 분당구 내정로166번길 7-3,경기도 성남시 분당구 수내동 58번지 4호 서기빌딩,13599,031-717-0133,37.3733742968,127.1200331262
성남시,(분당)메르시 동물병원,경기도 성남시 분당구 운중로 255,경기도 성남시 분당구 판교동 590번지 티에스로드2,13477,031-707-0701,37.3894948952,127.0914725741
성남시,(분당)미래동물의료센터,경기도 성남시 분당구 서현로255번길 1,경기도 성남시 분당구 서현동 80번지 1호,13572,031-705-2475,37.3845550040,127.1296913224
성남시,(분당)백현 동물병원,경기도 성남시 분당구 동판교로52번길 6,경기도 성남시 분당구 백현동 597-1번지,13535,031-705-7511,37.3875161607,127.1142231489
성남시,(분당)분당24시동물의료센터,경기도 성남시 분당구 야탑로 24,경기도 성남시 분당구 야탑동 537번지 2호,13522,031-605-5119,37.4085691806,127.1216181943
성남시,(분당)분당다원동물병원,,경기도 성남시 분당구 정자동 180번지 미켈란쉐르빌,13562,031-711-6775,37.3587550432,127.1066013881
성남시,(분당)분당데이지동물병원,경기도 성남시 분당구 내정로 58,경기도 성남시 분당구 정자동 117-1번지 스포라이프스포츠센타 107호,13607,031-715-3575,37.3653635126,127.1152287526
성남시,(분당)분당동물병원,경기도 성남시 분당구 양현로 126,경기도 성남시 분당구 이매동 115번지 1호 미금플라자,13567,031-705-4144,37.3950252451,127.1256291607
성남시,(분당)분당엘동물메디컬센터,경기도 성남시 분당구 성남대로 275,경기도 성남시 분당구 정자동 169번지 1호,13559,031-713-7975,37.3608405388,127.1075955341
성남시,(분당)분당우리동물의료센터,경기도 성남시 분당구 양현로94번길 19,경기도 성남시 분당구 이매동 120번지 6호 새남서울조합상가,13568,031-705-0175,37.3911331406,127.1262133689
성남시,(분당)분당정자 동물병원,경기도 성남시 분당구 정자일로 120,경기도 성남시 분당구 정자동 170번지 1호 아데나루체상가,13559,031-712-7275,37.3614590683,127.1065646881
성남시,(분당)분당중앙동물병원,경기도 성남시 분당구 중앙공원로39번길 49,경기도 성남시 분당구 서현동 88번지 지엔느상가 108호,13588,031-708-8875,37.3838003602,127.1247700024
성남시,(분당)분당파크뷰 동물병원,경기도 성남시 분당구 정자일로 248,경기도 성남시 분당구 정자동 6번지 파크뷰 112호,13554,031-713-2111,37.3760887175,127.1066351176
성남시,(분당)분당필동물병원,경기도 성남시 분당구 금곡로15번길 1,경기도 성남시 분당구 구미동 125번지 3호,13632,031-718-7575,37.3438238398,127.1107549638
성남시,(분당)상록 동물병원,경기도 성남시 분당구 정자로 78,경기도 성남시 분당구 정자동 126번지 1호,13612,031-716-8275,37.3631586179,127.1135347915
성남시,(분당)서공동물병원,경기도 성남시 분당구 내정로 170,경기도 성남시 분당구 수내동 58번지 1호 동신파크빌딩,13599,031-711-2244,37.3734813717,127.1196937543
성남시,(분당)서울종합동물병원,경기도 성남시 분당구 불정로 381,경기도 성남시 분당구 서현동 305번지 1호,13586,031-702-5323,37.3745624711,127.1367204892
성남시,(분당)서현동물병원,경기도 성남시 분당구 중앙공원로31번길 42,경기도 성남시 분당구 서현동 89번지 서현파크프라자,13588,031-707-3334,37.3830995869,127.1254964279
성남시,(분당)세인트존스동물병원,경기도 성남시 분당구 정자일로 197,경기도 성남시 분당구 정자동 16번지 2호,13557,031-713-8391,37.3680356924,127.1055252210
성남시,(분당)수동물병원,경기도 성남시 분당구 운중로 135,"경기도 성남시 분당구 운중동 965번지 더원스퀘어 101,102호",13461,031-8017-0130,37.3919358836,127.0781399897
성남시,(분당)수아동물병원,경기도 성남시 분당구 판교로 431,경기도 성남시 분당구 야탑동 533번지 1호 제일빌딩 104호,13522,031-708-3100,37.4057572953,127.1217453277
성남시,(분당)아름동물병원,경기도 성남시 분당구 성남대로779번길 52,경기도 성남시 분당구 이매동 137번지 4호 신흥코아,13523,031-706-7595,37.3994961506,127.1228162422
성남시,(분당)아이펫동물병원,경기도 성남시 분당구 장미로92번길 4-4,경기도 성남시 분당구 야탑동 376-11,13505,031-781-7501,37.4136008505,127.1308027242
성남시,(분당)아프리카동물병원,경기도 성남시 분당구 황새울로311번길 36,경기도 성남시 분당구 서현동 261번지 1호,13590,031-705-7776,37.3865382870,127.1212318964
성남시,(분당)야탑서울동물병원,경기도 성남시 분당구 벌말로 33,경기도 성남시 분당구 야탑동 274번지 3호,13504,050-5315-1234,37.4110179317,127.1379344205
성남시,(분당)양지동물병원,경기도 성남시 분당구 내정로165번길 38,경기도 성남시 분당구 수내동 32번지 양지마을 청구종합상가,13597,031-714-4119,37.3766340376,127.1162329029
성남시,(분당)어니스트 동물병원,경기도 성남시 분당구 운중로113번길 12-5,경기도 성남시 분당구 운중동 979번지,13461,031-698-4789,37.3927945636,127.0762824246
성남시,(분당)에버펫동물병원,경기도 성남시 분당구 성남대로 165,경기도 성남시 분당구 금곡동 161번지 천사의도시1 오피스텔 118호,13615,031-714-1175,37.3507654575,127.1083141476
성남시,(분당)엔젤동물병원,,경기도 성남시 분당구 금곡동 172번지 씨티벨리,13615,031-713-5004,37.3511210231,127.1068105923
성남시,(분당)우리동물병원,경기도 성남시 분당구 내정로129번길 2,경기도 성남시 분당구 정자동 47번지 9호,13609,031-719-5725,37.3715947073,127.1160439874
성남시,(분당)우리들 동물병원,,경기도 성남시 분당구 야탑동 367번지 5호 노블리치,13506,031-706-7588,37.4101633776,127.1297687038
성남시,(분당)우성동물병원,경기도 성남시 분당구 돌마로 481,경기도 성남시 분당구 서현동 95번지 우성상가,13589,031-707-1776,37.3777415229,127.1328874340
성남시,(분당)웰리스 클리닉,경기도 성남시 분당구 불정로 134,경기도 성남시 분당구 정자동 211번지,13605,031-711-1911,37.3587980632,127.1197565645
성남시,(분당)이레외과동물병원,경기도 성남시 분당구 백현로101번길 11,경기도 성남시 분당구 수내동 20-6번지 동현프라자 205호,13595,031-605-0190,37.3770889276,127.1119949858
성남시,(분당)이리온동물병원 판교점,경기도 성남시 분당구 동판교로177번길 25,경기도 성남시 분당구 삼평동 740번지 아브뉴프랑,13525,031-8017-6125,37.3973209570,127.1135515109
성남시,(분당)이매 동물병원,경기도 성남시 분당구 성남대로779번길 17,경기도 성남시 분당구 이매동 106번지 3호,13567,031-703-7582,37.3989307203,127.1264232058
성남시,(분당)이진수동물병원,경기도 성남시 분당구 운중로243번길 3-6,경기도 성남시 분당구 판교동 619번지 9호,13477,031-726-7582,37.3901291125,127.0898084913
